date,id,total_size
2026-07-03,CN_ENERGY,6394824256000.0
2026-07-03,CN_FINANCIALS,20682075776000.0
2026-07-03,CN_HEALTHCARE,6664471040000.0
2026-07-03,CN_INDUSTRIALS,10860889824000.0
2026-07-03,CN_INTERNET,1889124576000.0
2026-07-03,CN_MATERIALS,7373815936000.0
2026-07-03,CN_NEW_ENERGY,5888179728000.0
2026-07-03,CN_REAL_ESTATE_CHAIN,1425135796000.0
2026-07-03,CN_SEMICONDUCTOR,13726650112000.0
2026-07-03,CN_UTILITIES,8381836752000.0
