date,id,flow_amount
2026-07-03,CN_ENERGY,860852368.0
2026-07-03,CN_FINANCIALS,718017504.0
2026-07-03,CN_HEALTHCARE,2044544512.0
2026-07-03,CN_INDUSTRIALS,9046469888.0
2026-07-03,CN_INTERNET,-1541909248.0
2026-07-03,CN_MATERIALS,-669406448.0
2026-07-03,CN_NEW_ENERGY,-1528047024.0
2026-07-03,CN_REAL_ESTATE_CHAIN,-427996405.0
2026-07-03,CN_SEMICONDUCTOR,-19476799488.0
2026-07-03,CN_UTILITIES,-157393920.0
