left_id,right_id,left_market,right_market,left_sector,right_sector,left_ticker,right_ticker,same_sector,cross_market,observations,pearson,spearman,tail_alpha,lower_left_tail_count,lower_right_tail_count,lower_both_tail_count,lower_both_tail_probability,lower_tail_dependence,lower_co_crash_lift_vs_independence,lower_right_given_left_tail,lower_left_given_right_tail,lower_tail_union_pearson,lower_avg_left_return_when_both_tail,lower_avg_right_return_when_both_tail,upper_left_tail_count,upper_right_tail_count,upper_both_tail_count,upper_both_tail_probability,upper_tail_dependence,upper_co_rally_lift_vs_independence,upper_right_given_left_tail,upper_left_given_right_tail,upper_tail_union_pearson,upper_avg_left_return_when_both_tail,upper_avg_right_return_when_both_tail,middle_both_count,middle_both_probability,middle_pearson,middle_spearman
US_SEMICONDUCTOR,US_HEALTHCARE,US,US,Semiconductor,Healthcare,SMH,XLV,False,False,1699,0.37410276271387116,0.35643852271544185,0.05,84,84,25,0.014714537963507945,0.2942907592701589,5.885815185403177,0.2976190476190476,0.2976190476190476,-0.29307245258510495,-2.415679304351733,-2.774119262461783,85,85,23,0.01353737492642731,0.2707474985285462,5.414949970570922,0.27058823529411763,0.27058823529411763,-0.4639111070024403,2.1581513200065423,2.0420673482834872,1412,0.8310771041789288,0.2853512977931987,0.287619795868485
US_HEALTHCARE,US_UTILITIES,US,US,Healthcare,Utilities,XLV,XLU,False,False,1699,0.4888010341334801,0.4545454532108278,0.05,84,84,25,0.014714537963507945,0.2942907592701589,5.885815185403177,0.2976190476190476,0.2976190476190476,-0.08394156793174361,-2.6736039908736364,-2.6260999268864085,85,85,20,0.011771630370806356,0.23543260741612712,4.708652148322542,0.23529411764705882,0.23529411764705882,-0.3710543953186853,2.18228386152738,2.23153862785382,1407,0.8281341965862272,0.35085433991025633,0.351375791956605
US_INDUSTRIALS,US_UTILITIES,US,US,Industrials,Utilities,XLI,XLU,False,False,1699,0.43845082873840213,0.4102279685960991,0.05,84,84,25,0.014714537963507945,0.2942907592701589,5.885815185403177,0.2976190476190476,0.2976190476190476,-0.2182783533900697,-2.480049669360804,-2.631627433271194,85,85,21,0.012360211889346674,0.24720423778693346,4.944084755738668,0.24705882352941178,0.24705882352941178,-0.3669913795930928,2.018026165344407,2.264412549283643,1409,0.8293113596233078,0.2946577230074024,0.3104504597413972
US_INTERNET,US_HEALTHCARE,US,US,Internet,Healthcare,FDN,XLV,False,False,1699,0.41897454263796263,0.39516476184102817,0.05,84,84,24,0.014125956444967627,0.28251912889935255,5.65038257798705,0.2857142857142857,0.2857142857142857,-0.2321422644757298,-2.5098434625767143,-2.8490307396736534,85,85,17,0.010005885815185403,0.20011771630370803,4.00235432607416,0.2,0.2,-0.4501628740141365,2.0892092075870337,2.057212786307727,1405,0.8269570335491465,0.30462617135435927,0.3118843150497018
US_NEW_ENERGY,US_ENERGY,US,US,New Energy,Energy,QCLN,XLE,False,False,1699,0.32484707239144084,0.28870393273018513,0.05,84,84,24,0.014125956444967627,0.28251912889935255,5.65038257798705,0.2857142857142857,0.2857142857142857,-0.17415481651813447,-2.453306243775081,-2.794054218832123,85,85,12,0.007062978222483814,0.14125956444967627,2.825191288993525,0.1411764705882353,0.1411764705882353,-0.5410013048325651,2.256496218313689,1.916269414869909,1402,0.8251912889935256,0.20906646463586007,0.21440493761341015
US_HEALTHCARE,US_REAL_ESTATE_CHAIN,US,US,Healthcare,Real Estate Chain,XLV,XHB,False,False,1699,0.499921723845409,0.4788893879033591,0.05,84,84,24,0.014125956444967627,0.28251912889935255,5.65038257798705,0.2857142857142857,0.2857142857142857,-0.1878751517535253,-2.50852523719983,-2.5565797601443623,85,85,26,0.015303119482048263,0.3060623896409652,6.121247792819304,0.3058823529411765,0.3058823529411765,-0.3964971345534894,1.9449578343939808,2.340671291790504,1411,0.8304885226603884,0.391826011385541,0.38329130909182396
US_MATERIALS,US_UTILITIES,US,US,Materials,Utilities,XLB,XLU,False,False,1699,0.43480190370133015,0.3961360277831031,0.05,84,84,24,0.014125956444967627,0.28251912889935255,5.65038257798705,0.2857142857142857,0.2857142857142857,-0.20889853627602012,-2.5250309234783495,-2.572796223980728,85,85,21,0.012360211889346674,0.24720423778693346,4.944084755738668,0.24705882352941178,0.24705882352941178,-0.3497862475484005,2.1272340934143394,2.1622373449273984,1406,0.8275456150676869,0.2964548399287206,0.2978352493214967
CN_NEW_ENERGY,CN_HEALTHCARE,CN,CN,New Energy,Healthcare,515030.SS,512010.SS,False,False,1497,0.5030738363855314,0.492747208788968,0.05,74,74,21,0.014028056112224449,0.280561122244489,5.611222444889779,0.28378378378378377,0.28378378378378377,-0.31938011810820877,-2.090059905332551,-2.246370980085534,75,75,22,0.014696058784235137,0.2939211756847027,5.878423513694053,0.29333333333333333,0.29333333333333333,-0.33334104397715814,2.499749342878682,2.3303701649826305,1243,0.8303273213092852,0.38517119616139917,0.3899016342177143
CN_INTERNET,CN_FINANCIALS,CN,CN,Internet,Financials,513050.SS,510230.SS,False,False,1653,0.44031436583776573,0.42258633126249984,0.05,82,82,23,0.013914095583787053,0.27828191167574107,5.56563823351482,0.2804878048780488,0.2804878048780488,-0.3262531899101344,-2.193888818400175,-2.1972874304696726,83,83,19,0.011494252873563218,0.22988505747126436,4.597701149425286,0.2289156626506024,0.2289156626506024,-0.40323359580634144,2.4318358040139585,2.633505448304975,1365,0.8257713248638838,0.35478535444308945,0.3422419879275308
CN_FINANCIALS,CN_ENERGY,CN,CN,Financials,Energy,510230.SS,159945.SZ,False,False,1653,0.40207014067040325,0.3566675698629633,0.05,82,82,23,0.013914095583787053,0.27828191167574107,5.56563823351482,0.2804878048780488,0.2804878048780488,-0.25001538956958813,-2.359746399557537,-2.2841991222626454,83,83,15,0.009074410163339383,0.18148820326678766,3.6297640653357526,0.18072289156626506,0.18072289156626506,-0.3050521062812643,3.0997837510226756,2.772159471431059,1363,0.8245614035087719,0.2362128462289062,0.24403048835039226
CN_FINANCIALS,CN_MATERIALS,CN,CN,Financials,Materials,510230.SS,512400.SS,False,False,1653,0.36084035852080326,0.31878250588070794,0.05,82,82,23,0.013914095583787053,0.27828191167574107,5.56563823351482,0.2804878048780488,0.2804878048780488,-0.40854044328361794,-2.2756866526108688,-2.3076082673558704,83,83,17,0.0102843315184513,0.20568663036902599,4.113732607380519,0.20481927710843373,0.20481927710843373,-0.34748556870067554,2.7249792897824747,2.4367569574598678,1364,0.8251663641863279,0.21576209668222818,0.22226860777969576
CN_REAL_ESTATE_CHAIN,CN_INDUSTRIALS,CN,CN,Real Estate Chain,Industrials,512200.SS,512660.SS,False,False,1653,0.1512653846893636,0.31831710995789936,0.05,82,82,23,0.013914095583787053,0.27828191167574107,5.56563823351482,0.2804878048780488,0.2804878048780488,-0.12433259730098031,-1.3493857363441064,-2.2630857582260244,83,83,15,0.009074410163339383,0.18148820326678766,3.6297640653357526,0.18072289156626506,0.18072289156626506,-0.33251918674596137,1.5798509826151665,2.569168126201957,1365,0.8257713248638838,0.20893435613599282,0.20882532194108258
US_SEMICONDUCTOR,US_REAL_ESTATE_CHAIN,US,US,Semiconductor,Real Estate Chain,SMH,XHB,False,False,1699,0.5308507538837411,0.53747932471312,0.05,84,84,23,0.01353737492642731,0.2707474985285462,5.414949970570922,0.27380952380952384,0.27380952380952384,-0.2222381443267403,-2.4912127785504588,-2.7325070870011627,85,85,20,0.011771630370806356,0.23543260741612712,4.708652148322542,0.23529411764705882,0.23529411764705882,-0.4335185095024147,2.090270688396949,2.157468856731979,1406,0.8275456150676869,0.44638124613613894,0.45080491665267725
